Date,AQI,Temperature,Humidity,Traffic_Level
2025-08-24 12:00:00,93.0,38.0,89,6
2025-08-24 13:00:00,78.0,36.0,53,5
2025-08-24 14:00:00,190.0,33.0,79,6
2025-08-24 15:00:00,61.0,28.0,78,8
2025-08-24 16:00:00,144.0,27.0,80,7
2025-08-24 17:00:00,95.0,21.0,61,5
2025-08-24 18:00:00,179.0,32.0,70,6
2025-08-24 19:00:00,84.0,26.0,65,4
2025-08-24 20:00:00,130.0,28.0,87,9
2025-08-24 21:00:00,139.0,30.0,82,4
2025-08-24 22:00:00,57.0,33.0,63,1
2025-08-24 23:00:00,142.0,23.0,65,7
2025-08-25 00:00:00,203.0,32.0,31,7
2025-08-25 01:00:00,139.0,21.0,44,4
2025-08-25 02:00:00,211.0,24.0,63,3
2025-08-25 03:00:00,164.0,30.0,65,8
2025-08-25 04:00:00,154.0,25.0,35,5
2025-08-25 05:00:00,184.0,,68,7
2025-08-25 06:00:00,245.0,29.0,71,4
2025-08-25 07:00:00,107.0,23.0,80,4
2025-08-25 08:00:00,163.0,28.0,80,8
2025-08-25 09:00:00,124.0,25.0,87,8
2025-08-25 10:00:00,206.0,21.0,83,2
2025-08-25 11:00:00,169.0,36.0,41,2
2025-08-25 12:00:00,213.0,24.0,32,3
2025-08-25 13:00:00,70.0,25.0,74,3
2025-08-25 14:00:00,213.0,31.0,47,1
2025-08-25 15:00:00,187.0,29.0,69,3
2025-08-25 16:00:00,150.0,25.0,50,6
2025-08-25 17:00:00,201.0,27.0,44,8
2025-08-25 18:00:00,241.0,21.0,62,6
2025-08-25 19:00:00,226.0,31.0,64,5
2025-08-25 20:00:00,148.0,32.0,55,4
2025-08-25 21:00:00,85.0,26.0,37,3
2025-08-25 22:00:00,145.0,,65,4
2025-08-25 23:00:00,201.0,32.0,77,7
2025-08-26 00:00:00,200.0,36.0,59,1
2025-08-26 01:00:00,239.0,,52,7
2025-08-26 02:00:00,86.0,21.0,71,1
2025-08-26 03:00:00,61.0,30.0,73,2
2025-08-26 04:00:00,162.0,20.0,43,4
2025-08-26 05:00:00,232.0,38.0,43,1
2025-08-26 06:00:00,62.0,23.0,31,9
2025-08-26 07:00:00,72.0,38.0,84,6
2025-08-26 08:00:00,148.0,30.0,66,1
2025-08-26 09:00:00,154.0,27.0,34,1
2025-08-26 10:00:00,79.0,30.0,67,6
2025-08-26 11:00:00,66.0,23.0,74,4
2025-08-26 12:00:00,162.0,36.0,70,4
2025-08-26 13:00:00,111.0,26.0,83,6
2025-08-26 14:00:00,133.0,27.0,89,7
2025-08-26 15:00:00,161.0,,76,9
2025-08-26 16:00:00,135.0,21.0,43,5
2025-08-26 17:00:00,190.0,34.0,85,9
2025-08-26 18:00:00,236.0,24.0,68,4
2025-08-26 19:00:00,68.0,20.0,54,2
2025-08-26 20:00:00,226.0,23.0,49,3
2025-08-26 21:00:00,149.0,34.0,31,1
2025-08-26 22:00:00,189.0,39.0,68,6
2025-08-26 23:00:00,238.0,38.0,35,6
2025-08-27 00:00:00,196.0,22.0,46,1
2025-08-27 01:00:00,125.0,39.0,88,3
2025-08-27 02:00:00,58.0,,54,5
2025-08-27 03:00:00,248.0,36.0,86,3
2025-08-27 04:00:00,77.0,32.0,57,3
2025-08-27 05:00:00,177.0,30.0,31,3
2025-08-27 06:00:00,101.0,21.0,64,5
2025-08-27 07:00:00,132.0,28.0,66,5
2025-08-27 08:00:00,160.0,21.0,34,4
2025-08-27 09:00:00,193.0,,30,1
2025-08-27 10:00:00,166.0,28.0,69,5
2025-08-27 11:00:00,118.0,27.0,41,5
2025-08-27 12:00:00,148.0,36.0,85,4
2025-08-27 13:00:00,189.0,20.0,65,6
2025-08-27 14:00:00,74.0,30.0,74,4
2025-08-27 15:00:00,,27.0,52,7
2025-08-27 16:00:00,172.0,29.0,76,7
2025-08-27 17:00:00,102.0,26.0,60,2
2025-08-27 18:00:00,200.0,22.0,40,3
2025-08-27 19:00:00,193.0,22.0,39,1
2025-08-27 20:00:00,106.0,37.0,32,8
2025-08-27 21:00:00,88.0,24.0,83,9
2025-08-27 22:00:00,158.0,,43,4
2025-08-27 23:00:00,230.0,31.0,45,6
2025-08-28 00:00:00,91.0,38.0,39,9
2025-08-28 01:00:00,235.0,25.0,58,6
2025-08-28 02:00:00,216.0,21.0,39,9
2025-08-28 03:00:00,191.0,31.0,41,4
2025-08-28 04:00:00,171.0,38.0,59,8
2025-08-28 05:00:00,182.0,24.0,70,9
2025-08-28 06:00:00,212.0,31.0,30,4
2025-08-28 07:00:00,124.0,36.0,34,5
2025-08-28 08:00:00,195.0,,49,8
2025-08-28 09:00:00,125.0,29.0,37,6
2025-08-28 10:00:00,58.0,36.0,72,7
2025-08-28 11:00:00,123.0,,41,3
2025-08-28 12:00:00,235.0,31.0,30,7
2025-08-28 13:00:00,194.0,35.0,86,8
2025-08-28 14:00:00,56.0,38.0,83,6
2025-08-28 15:00:00,223.0,27.0,49,9
2025-08-28 16:00:00,190.0,36.0,57,6
2025-08-28 17:00:00,217.0,24.0,86,9
2025-08-28 18:00:00,219.0,35.0,72,4
2025-08-28 19:00:00,186.0,25.0,66,8
2025-08-28 20:00:00,227.0,27.0,76,4
2025-08-28 21:00:00,,37.0,66,2
2025-08-28 22:00:00,171.0,31.0,41,9
2025-08-28 23:00:00,243.0,34.0,66,5
2025-08-29 00:00:00,54.0,28.0,78,4
2025-08-29 01:00:00,78.0,32.0,78,2
2025-08-29 02:00:00,214.0,34.0,85,1
2025-08-29 03:00:00,215.0,29.0,73,7
2025-08-29 04:00:00,132.0,35.0,85,6
2025-08-29 05:00:00,185.0,26.0,57,2
2025-08-29 06:00:00,158.0,,76,8
2025-08-29 07:00:00,114.0,26.0,44,4
2025-08-29 08:00:00,135.0,33.0,35,8
2025-08-29 09:00:00,194.0,34.0,73,7
2025-08-29 10:00:00,120.0,26.0,88,5
2025-08-29 11:00:00,94.0,28.0,49,8
2025-08-29 12:00:00,181.0,38.0,79,9
2025-08-29 13:00:00,85.0,35.0,43,5
2025-08-29 14:00:00,119.0,27.0,31,5
2025-08-29 15:00:00,208.0,37.0,38,2
2025-08-29 16:00:00,68.0,37.0,66,5
2025-08-29 17:00:00,238.0,39.0,49,3
2025-08-29 18:00:00,157.0,26.0,55,7
2025-08-29 19:00:00,231.0,22.0,58,5
2025-08-29 20:00:00,216.0,37.0,30,8
2025-08-29 21:00:00,140.0,29.0,84,1
2025-08-29 22:00:00,139.0,26.0,64,3
2025-08-29 23:00:00,68.0,36.0,35,3
2025-08-30 00:00:00,88.0,33.0,66,9
2025-08-30 01:00:00,175.0,22.0,82,5
2025-08-30 02:00:00,244.0,31.0,88,9
2025-08-30 03:00:00,222.0,32.0,34,9
2025-08-30 04:00:00,190.0,,62,1
2025-08-30 05:00:00,175.0,22.0,78,2
2025-08-30 06:00:00,107.0,24.0,80,5
2025-08-30 07:00:00,197.0,,43,4
2025-08-30 08:00:00,249.0,27.0,41,9
2025-08-30 09:00:00,110.0,31.0,71,7
2025-08-30 10:00:00,176.0,26.0,49,6
2025-08-30 11:00:00,154.0,34.0,82,7
2025-08-30 12:00:00,216.0,36.0,79,1
2025-08-30 13:00:00,50.0,23.0,53,1
2025-08-30 14:00:00,180.0,32.0,88,8
2025-08-30 15:00:00,141.0,37.0,72,2
2025-08-30 16:00:00,239.0,20.0,63,9
2025-08-30 17:00:00,240.0,35.0,54,7
2025-08-30 18:00:00,162.0,32.0,79,6
2025-08-30 19:00:00,202.0,29.0,58,1
2025-08-30 20:00:00,105.0,31.0,86,1
2025-08-30 21:00:00,210.0,21.0,68,2
2025-08-30 22:00:00,215.0,22.0,60,6
2025-08-30 23:00:00,166.0,29.0,85,6
